num_of_methods_propagated,expected_leaks,ground_truth,analysis_time,cg_edges,analysis_memory,stmts_propagated,reachable_methods,app_name,no_of_leaks,cg_name,num_edges_propagated,cg_construction_time,unexpected_leaks
1436004890,0,-1,1343.69,2630127,196327.0,103088095187,84597,gsearchlite,3,CHA,233895928,88.0,0
689148596,0,-1,6013.95,2193227,196811.0,64402018004,76113,gsearchlite,3,RTA,280597651,3956.0,0
431075076,0,-1,2345.0,276616,202468.0,65711042990,29649,gsearchlite,5,SPARK,299547900,368.0,0
23023052,0,-1,3356.8,70022,196024.0,1479337745,13403,gsearchlite,6,s-2c,197800892,1559.1,0
27225575,0,-1,4331.48,71850,197216.0,848366679,13682,gsearchlite,5,2t,264317827,1139.74,0
22723132,0,-1,6594.69,70376,204949.0,578013934,13599,gsearchlite,5,Z-2o,275851803,4112.46,0
20716476,0,-1,16519.67,69574,194859.0,464682841,13402,gsearchlite,6,2h,303043150,14266.34,0
