num_of_methods_propagated,expected_leaks,ground_truth,analysis_time,cg_edges,analysis_memory,stmts_propagated,reachable_methods,app_name,no_of_leaks,cg_name,num_edges_propagated,cg_construction_time,unexpected_leaks
4228164,0,-1,69.39,17123,3478.0,28222444,2431,fblite,1,CHA,11752526,1.0,0
3575312,0,-1,65.19,11980,3438.0,27317724,1959,fblite,1,RTA,11506700,2.0,0
0,0,-1,2.61,79,0.0,0,60,fblite,-1,VTA,0,0.0,0
429,0,-1,3.57,4924,557.0,2691,1169,fblite,0,SPARK,1695,1.0,0
383,0,-1,4.84,3615,1461.0,2279,998,fblite,0,s-2c,1667,3.37,0
384,0,-1,2.82,3615,530.0,2311,998,fblite,0,2t,1666,1.46,0
391,0,-1,3.16,3623,1131.0,2269,998,fblite,0,Z-2o,1666,1.81,0
380,0,-1,3.34,3615,511.0,2244,998,fblite,0,2h,1666,2.0,0
