num_of_methods_propagated,expected_leaks,ground_truth,analysis_time,cg_edges,analysis_memory,stmts_propagated,reachable_methods,app_name,no_of_leaks,cg_name,num_edges_propagated,cg_construction_time,unexpected_leaks
10851301302,0,-1,10521.68,5679726,201602.0,149839321875,156949,shareit,43,CHA,272879557,324.0,0
11847145343,0,-1,21629.08,3609768,210169.0,184088529774,119357,shareit,33,RTA,338236816,2831.0,0
35859647,0,-1,16397.9,144782,195723.0,291125591,28580,shareit,22,s-2c,163277494,15457.16,0
36965423,0,-1,939.47,144763,196007.0,297183592,28556,shareit,22,2t,165165629,46.9,0
38656922,0,-1,946.16,146477,195824.0,317176944,28925,shareit,22,Z-2o,175723526,68.07,0
35642393,0,-1,1964.59,144648,196042.0,289381029,28538,shareit,23,2h,162041944,1116.79,0
