num_of_methods_propagated,expected_leaks,ground_truth,analysis_time,cg_edges,analysis_memory,stmts_propagated,reachable_methods,app_name,no_of_leaks,cg_name,num_edges_propagated,cg_construction_time,unexpected_leaks
1090103059,0,-1,26605.18,61149192,75218.0,20911578521,515037,tiktok,19,CHA,24434786,1859.0,0
247774856,0,-1,6187.68,595941,196025.0,2916889534,104033,tiktok,22,SPARK,350414316,4095.0,0
218439614,0,-1,26452.89,337700,195117.0,2169133376,84425,tiktok,12,s-2c,438582148,21014.25,0
164692375,0,-1,8182.49,334673,195991.0,1742700861,83098,tiktok,11,2t,508087497,970.94,0
232231413,0,-1,7306.52,348315,194469.0,2345320740,86319,tiktok,10,Z-2o,474284821,1267.2,0
152608755,0,-1,12563.23,326123,195130.0,1536621986,81498,tiktok,13,2h,515686400,6835.78,0
